id	lat	lng	city	address_	province	suburb	street	postcode
1	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
2	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
3	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
4	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
5	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
6	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
7	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
8	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
9	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
10	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
11	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
12	24.8199	46.72703	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah	Mohammed Bin Abdulaziz Al Madi	13248
13	24.80628607	46.62590461	Riyadh Region	As Sahafah District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	As Sahafah District	Wadi Bish Street	13524
16	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
19	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
22	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
24	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
27	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
28	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
29	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
30	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
31	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
32	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
33	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
34	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
35	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
36	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
37	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
38	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
39	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
40	24.71783	46.68134	Riyadh Region	Al Wuroud District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wuroud District	Abdulhameed Al Kateb	12251
44	24.7639	46.67911	Riyadh Region	Al Masif District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Masif District	ممر الخياري	12465
45	24.76012932	46.76093593	Riyadh Region	Al Qouds District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Qouds District	Prince Muhammed Bin Faisal Bin Turkey	13214
46	24.80281	46.59185	Riyadh Region	Al Malga District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Malga District	No. 215	13522
47	24.80281	46.59185	Riyadh Region	Al Malga District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Malga District	No. 215	13522
48	24.80281	46.59185	Riyadh Region	Al Malga District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Malga District	No. 215	13522
49	24.80281	46.59185	Riyadh Region	Al Malga District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Malga District	No. 215	13522
50	24.80281	46.59185	Riyadh Region	Al Malga District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Malga District	No. 215	13522
51	24.80281	46.59185	Riyadh Region	Al Malga District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Malga District	No. 215	13522
52	24.80281	46.59185	Riyadh Region	Al Malga District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Malga District	No. 215	13522
53	24.80281	46.59185	Riyadh Region	Al Malga District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Malga District	No. 215	13522
54	24.81234346	46.59431644	Riyadh Region	Al Malga District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Malga District		13525
58	24.8289743	46.7370074	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah		13248
59	24.8289743	46.7370074	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah		13248
60	24.8289743	46.7370074	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah		13248
61	24.8289743	46.7370074	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah		13248
62	24.8289743	46.7370074	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah		13248
63	24.8289743	46.7370074	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah		13248
64	24.8289743	46.7370074	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah		13248
65	24.8289743	46.7370074	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah		13248
66	24.8289743	46.7370074	Riyadh Region	Qurtubah, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Qurtubah		13248
67	24.78179359	46.61932569	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Al Hajareef	13521
68	24.78179359	46.61932569	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Al Hajareef	13521
69	24.78179359	46.61932569	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Al Hajareef	13521
70	24.78179359	46.61932569	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Al Hajareef	13521
71	24.78179359	46.61932569	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Al Hajareef	13521
72	24.78525261	46.63171967	Riyadh Region	Al Aqeeq District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Aqeeq District	As Sulaymaniah Street	13315
73	24.78525261	46.63171967	Riyadh Region	Al Aqeeq District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Aqeeq District	As Sulaymaniah Street	13315
74	24.78525261	46.63171967	Riyadh Region	Al Aqeeq District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Aqeeq District	As Sulaymaniah Street	13315
75	24.78525261	46.63171967	Riyadh Region	Al Aqeeq District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Aqeeq District	As Sulaymaniah Street	13315
76	24.78525261	46.63171967	Riyadh Region	Al Aqeeq District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Aqeeq District	As Sulaymaniah Street	13315
79	24.7657	46.66616	Riyadh Region	Almuruj Dstrict, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Almuruj Dstrict	Al Okheider	12283
80	24.7657	46.66616	Riyadh Region	Almuruj Dstrict, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Almuruj Dstrict	Al Okheider	12283
81	24.7657	46.66616	Riyadh Region	Almuruj Dstrict, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Almuruj Dstrict	Al Okheider	12283
82	24.7657	46.66616	Riyadh Region	Almuruj Dstrict, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Almuruj Dstrict	Al Okheider	12283
83	24.7657	46.66616	Riyadh Region	Almuruj Dstrict, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Almuruj Dstrict	Al Okheider	12283
84	24.7657	46.66616	Riyadh Region	Almuruj Dstrict, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Almuruj Dstrict	Al Okheider	12283
85	24.7657	46.66616	Riyadh Region	Almuruj Dstrict, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Almuruj Dstrict	Al Okheider	12283
86	24.7657	46.66616	Riyadh Region	Almuruj Dstrict, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Almuruj Dstrict	Al Okheider	12283
87	24.7657	46.66616	Riyadh Region	Almuruj Dstrict, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Almuruj Dstrict	Al Okheider	12283
97	24.79084	46.69032	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Marwan	13313
98	24.79084	46.69032	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Marwan	13313
99	24.79084	46.69032	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Marwan	13313
100	24.79084	46.69032	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Marwan	13313
101	24.79084	46.69032	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Marwan	13313
102	24.79084	46.69032	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Marwan	13313
103	24.79084	46.69032	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Marwan	13313
104	24.79084	46.69032	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Marwan	13313
105	24.79084	46.69032	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Marwan	13313
109	24.75954715	46.43337598	Riyadh Region	None, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah			
110	24.75954715	46.43337598	Riyadh Region	None, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah			
111	24.77300313	46.42387183	Riyadh Region	None, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah			13934
112	24.77300313	46.42387183	Riyadh Region	None, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah			13934
113	24.77300313	46.42387183	Riyadh Region	None, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah			13934
116	24.75866	46.69593	Riyadh Region	Al Nuzhah District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Nuzhah District	Abi Bakr Al Siddiq Road	12464
117	24.75866	46.69593	Riyadh Region	Al Nuzhah District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Nuzhah District	Abi Bakr Al Siddiq Road	12464
118	24.75866	46.69593	Riyadh Region	Al Nuzhah District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Nuzhah District	Abi Bakr Al Siddiq Road	12464
119	24.75866	46.69593	Riyadh Region	Al Nuzhah District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Nuzhah District	Abi Bakr Al Siddiq Road	12464
120	24.75866	46.69593	Riyadh Region	Al Nuzhah District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Nuzhah District	Abi Bakr Al Siddiq Road	12464
121	24.75866	46.69593	Riyadh Region	Al Nuzhah District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Nuzhah District	Abi Bakr Al Siddiq Road	12464
122	24.75866	46.69593	Riyadh Region	Al Nuzhah District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Nuzhah District	Abi Bakr Al Siddiq Road	12464
123	24.75866	46.69593	Riyadh Region	Al Nuzhah District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Nuzhah District	Abi Bakr Al Siddiq Road	12464
124	24.75866	46.69593	Riyadh Region	Al Nuzhah District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Nuzhah District	Abi Bakr Al Siddiq Road	12464
125	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
126	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
128	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
130	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
132	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
134	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
136	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
139	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
140	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
141	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
142	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
143	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
144	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
145	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
146	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
147	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
148	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
149	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
150	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
151	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
152	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
153	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
154	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
155	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
156	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
157	24.77199	46.69387	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Al-Hussain Bin Ali	11537
181	24.7859434	46.6994755	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Qamari	13314
182	24.7859434	46.6994755	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Qamari	13314
183	24.7859434	46.6994755	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Qamari	13314
184	24.7859434	46.6994755	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Qamari	13314
185	24.7859434	46.6994755	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Qamari	13314
186	24.7859434	46.6994755	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Qamari	13314
187	24.7859434	46.6994755	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Qamari	13314
188	24.7859434	46.6994755	Riyadh Region	Al Wadi District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Wadi District	Al Qamari	13314
189	24.78326	46.62578	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Ibn Nbhan Al Katb Street	13315
190	24.83754	46.64367	Riyadh Region	Al Yasmin District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Yasmin District	Prince Abdulaziz Bin Ayaaf Street	13324
191	24.83754	46.64367	Riyadh Region	Al Yasmin District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Yasmin District	Prince Abdulaziz Bin Ayaaf Street	13324
192	24.83754	46.64367	Riyadh Region	Al Yasmin District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Yasmin District	Prince Abdulaziz Bin Ayaaf Street	13324
193	24.83754	46.64367	Riyadh Region	Al Yasmin District, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Yasmin District	Prince Abdulaziz Bin Ayaaf Street	13324
222	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
223	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
224	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
225	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
226	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
228	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
229	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
230	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
231	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
232	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
233	24.76736	46.7082	Riyadh Region	Al Izdihar, Riyadh governorate, Riyadh Region, Saudi Arabia	Riyadh governorate	Al Izdihar	Ghafar Bin Malil	12474
243	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
246	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
247	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
250	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
252	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
253	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
254	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
255	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
256	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
257	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
258	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
259	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
260	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
261	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
262	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
263	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
264	24.78513131	46.62302647	Riyadh Region	Al Aqeeq District, Ad Diriyah, Riyadh Region, Saudi Arabia	Ad Diriyah	Al Aqeeq District	Abdullah Bin Shouyen Street	13521
